industrial_demand_gwh,residential_demand_gwh,cost_diesel_eur_gwh,conventional_hydro_cap_gw,vapor_turbine_cap_gw,nuclear_cap_gw,cost_coal_eur_gwh,nonrenewable_waste_cap_gw,other_renewable_cap_gw,batteries_cap_gw,solar_thermal_cap_gw,solar_pv_cap_gw,run_of_river_hydro_cap_gw,wind_cap_gw,coal_cap_gw,diesel_cap_gw,combined_cycle_cap_gw,eu_ets_price_eur_tco2,cost_uranium_eur_gwh,renewable_waste_cap_gw,cost_gas_eur_gwh,pumped_hydro_pump_cap_gw,gas_turbine_cap_gw,pumped_hydro_turb_cap_gw,commercial_demand_gwh,cogeneration_cap_gw
0.10553049594938974,0.10553049594938974,-0.2937623138675459,0.00718455192613851,-0.11598918447866884,-0.4883502824712068,-0.5637581071099533,0.03863237863545559,0.728480761927593,502.18532467337775,1.1101045229387954,2.440970978631743,-0.10014211869833475,0.8232494803660791,-1,0.01726097418899812,-0.06433297709706384,0.8262996237077698,0.04429952970592101,0.008531154427279,-0.6366969924858585,0.17878815398565454,-0.02535171801507149,0.25541164855093507,0.10553049594938974,-0.24267895883832105
0.15372782969030563,0.15372782969030563,-0.4763241174533463,0.00883115229226175,0.02514579574153413,-0.5063919790068553,-0.3577144452890283,0.01887711516503665,0.4806,196.08934474554852,1.397672149339206,2.912230250230957,0.00559476137968863,0.653405967146215,-1,-0.05003783947824948,-0.05729925308714403,0.775312865229493,-0.03080974197556071,-0.1107668389557352,-0.4996693485499115,0.8246699999999999,0.11141922884835626,1.1781,0.15372782969030563,-0.2345774732124724
0.1362373417162956,0.1362373417162956,-0.30740429479483655,9.7354154262765e-4,-0.02819487271503009,-0.514639611708866,-0.6112681747628365,-0.08985464430626497,0.56820300524788,184.55306409500216,1.1101045229387954,1.3324406465744996,0.06039306421244196,1.1473,-1,-0.00734703748661466,-0.05881546647825372,0.7866432560024434,0.01653080552832018,-0.02980968133617282,-0.7305688037339325,0.8246699999999999,0.03852609374928394,1.1781,0.1362373417162956,-0.2465472673475729
0.10791660062806611,0.10791660062806611,0.3181436385410252,-1.3219593914571e-4,-0.01954917627068801,-0.4509781967902208,0.7677999999999999,0.01456540432035223,0.4833,1009.882943931192,1.4513514396006162,2.9867212658167124,0.0102074714518902,0.8037483548305061,-1,-0.07296741156677405,-0.06426941290883512,1.4902110161259057,-0.05842000967750935,-0.05512020337494459,-0.0072,0.6339748609482887,0.04851073976590038,0.9056783727832696,0.10791660062806611,-0.2750515794741121
0.20594613354068328,0.20594613354068328,-0.3920648234906692,-9.7346775744458e-4,0.01002718246403529,-0.5886105675050247,-0.5887634058746287,-0.0584874168848199,0.8932000000000001,369.1335545037434,-0.1441,1.4877419974424226,-0.031944044084003,0.6178573248443829,-1,8.2773191465398e-4,-0.06300950301590616,0.6120219393840316,0.02861181416058647,-0.00345624854720574,-0.672607685379417,0.5924975675568337,0.01889243733081592,0.8464250965097625,0.20594613354068328,-0.23453295927577075
0.16706356354995475,0.16706356354995475,-0.39487346662275846,-0.00486543164754608,0.0026393251727988,-0.6014974936019164,-0.5247498410370597,0.02177136328439923,0.66831495788167,149.1003,-0.1441,1.4904196069401454,-0.00787049275395767,0.8518858866647772,-1,0.02032410075572553,-0.04891329210305906,0.761316500157025,0.03030556949299862,-0.01819477723239079,-0.7069433478829071,0.8246699999999999,-0.06233929237261948,1.1781,0.16706356354995475,-0.2384881505366443
0.08807436366085379,0.08807436366085379,0.4036324434793477,-0.0083324203156813,0.01255119381427072,-0.459999045058045,0.7677999999999999,-0.05386626081094956,0.4833,954.5087932829334,0.4122737495404653,4.405102465818423,0.04862123906899063,0.8193249327669759,-1,0.10861625395435058,-0.05738261749012377,1.4770117488689187,0.01673313651026306,-0.03188131254249873,-0.24159829392469623,0.7222470494480518,0.00232392191793007,1.0317814992115026,0.08807436366085379,-0.25950152968128565
0.1575586866056973,0.1575586866056973,1.033789388769449,-0.00391095889383135,-0.01554787466963189,-0.480360388291134,2.2348577174330475,-0.05599152581580768,0.60897231172998,614.1884924238443,1.8922884667479123,5.630337653122158,-0.01663540934105921,1.1004572812226767,-1,0.04306739233775811,-0.06861312151375767,3.9068638932236976,0.03114230714050495,0.01215828034668522,2.244784987556364,0.8246699999999999,0.07693580101384684,1.1781,0.1575586866056973,-0.27993213174945825
0.1799103248935396,0.1799103248935396,-0.2596,0.0032012031093057,-0.01749478804268226,-0.6246939605763215,0.09553767430917295,-0.0487578196665282,0.7923951619021985,394.12415246443373,1.5538757851047642,0.807585100779569,0.01024912041445599,0.9892440323139288,-1,-0.04016656750785888,-0.0479645332607692,1.0332526058469418,0.06935632773300872,-0.06365158602149411,-0.21912466187966784,0.33618916480450933,-0.04562341697808479,0.48027023543501335,0.1799103248935396,-0.24103259239669825
0.12370029255358791,0.12370029255358791,1.415036917615021,0.0033692208730756,0.01618026509539014,-0.44917402713665594,3.0672464766846947,0.03086262178467917,0.902,224.1,1.1829549882935662,2.18040185809174,0.07337435663078405,1.3631387309009506,-1,0.01245588941316021,-0.05823210624446454,4.591025135194114,-0.0322424691156306,-0.02493708520733395,2.0162014468290987,0.579735323436386,-0.03536200348337942,0.8281933191948372,0.12370029255358791,-0.2719532121145978
