industrial_demand_gwh,residential_demand_gwh,cost_diesel_eur_gwh,conventional_hydro_cap_gw,vapor_turbine_cap_gw,nuclear_cap_gw,cost_coal_eur_gwh,nonrenewable_waste_cap_gw,other_renewable_cap_gw,batteries_cap_gw,solar_thermal_cap_gw,solar_pv_cap_gw,run_of_river_hydro_cap_gw,wind_cap_gw,coal_cap_gw,diesel_cap_gw,combined_cycle_cap_gw,eu_ets_price_eur_tco2,cost_uranium_eur_gwh,renewable_waste_cap_gw,cost_gas_eur_gwh,pumped_hydro_pump_cap_gw,gas_turbine_cap_gw,pumped_hydro_turb_cap_gw,commercial_demand_gwh,cogeneration_cap_gw
0.16339442509721644,0.16339442509721644,-0.06983283328264858,-0.0044249996612856,0.02562457428378421,-0.5344854778980793,0.3861399252942732,-0.04951966166221596,0.576453739301929,0,-0.1452,0.6071936548497264,-0.07932253658301183,0.47457275176310537,-1,-0.02916102957500556,-0.04724706869328482,0.8415,-0.05737320521402925,0.05031708512710347,0.0980025483124656,0.27344146454564155,9.0993526722682e-4,0.3906306636366308,0.16339442509721644,-0.2317255109415608
0.1011362299589972,0.1011362299589972,0.8832644744679607,0.00571757663269917,-0.02963109880038638,-0.4120596799776077,2.338513676132309,-0.031860793259421,0.6020422934892861,0,-0.1441,4.93746351855538,-0.0212139063723632,1.3631387309009506,-1,0.01641073020342857,-0.05430221354894885,4.574158294097771,0.01959115867885693,0.01088773561989214,1.5895121708048696,0.8246699999999999,-0.05779413465429185,1.1781,0.1011362299589972,-0.25744469809282017
0.17754651203160185,0.17754651203160185,-0.2274524586511329,0.0063783027547033,0.01379374910733137,-0.5205675977134362,0.7304,0.09687945979222244,0.8244945625589953,0,1.9603046970840112,0.6322425855909567,0.0140135437850439,0.8118032117630132,-1,0.0393428728559347,-0.05603891023952153,0.9490544431675408,-0.03108195716110219,0.05638689673729901,-0.1984619824620501,0.2553616187083407,0.04821644079918125,0.36480231244048666,0.17754651203160185,-0.2493992799465504
0.1291040155291298,0.1291040155291298,0.8548868266898114,-0.00612693455544025,0.01030528488179082,-0.3798,2.900768724834365,-0.05197638190951164,0.902,0,0.5004611549699246,1.8666,-0.00193918317417156,0.8005626261733141,-1,-0.0078991564136243,-0.05795963720797151,4.096615855557557,0.04670274915567495,0.00850407774318334,1.9095291278230413,0.12663,8.4715519944589e-4,0.1809,0.1291040155291298,-0.2442828198920708
0.16402753185193675,0.16402753185193675,-0.16007307681422356,-0.00223844280093863,-0.01521054100623651,-0.4700508474136206,0.27416474601561075,-0.03026082834704295,0.5210093199856436,0,0.28857822894295676,1.0065030801952215,0.00527302396479246,0.39653595110196965,-1,0.0034844949393251,-0.05349806235916171,1.1303423532428063,0.12299794072548108,-0.07596098870877824,-0.3574747762411085,0.24047233390115172,0.03723447822598749,0.3435319055730739,0.16402753185193675,-0.2419117538399847
0.12981114483410452,0.12981114483410452,-0.28052156767341097,-0.00561218200512696,-0.0150113983055163,-0.5252068911083172,-0.643274957181621,0.0242041355032713,0.8310585262026093,0,2.1031713927748803,1.4716763404560858,-0.01241813956389784,0.2241,-1,-0.07219498771876591,-0.05634506136474354,0.6903349344323652,0.01854052060718366,-0.01124911693768094,-0.7053683174928388,0.7924393921105141,0.00538922975566448,1.1320562744435916,0.12981114483410452,-0.24179370664653924
0.12277390918108516,0.12277390918108516,-0.08667767874187592,0.00585664913931708,0.00583663933696926,-0.42056505120155624,-0.1463,0.00738025541383379,0.5394907930910721,0,-0.1452,0.17694143270624074,0.09659509310364278,0.22931423539953605,-1,-0.0373786623602397,-0.04486079736144054,0.9655717860855094,-0.02668850979997319,-0.07658227325294067,-0.1957668503640999,0.12663,-0.02523344464020478,0.1809,0.12277390918108516,-0.24161535423232944
0.13984098855105676,0.13984098855105676,-0.17932432876762625,-0.00355789904761632,-0.0097615350107694,-0.5190211665818092,0.3341514492006085,0.02715372615953995,0.5579722661965005,0,1.9564704620653393,1.1495,-0.02797864448781614,0.6139241815151334,-1,0.0469209156585919,-0.05200668837317126,1.0106923325931312,-0.13570442706082397,0.0050940719032131,0.3657190033755131,0.754152659749171,0.03687718113723864,1.0773609424988158,0.13984098855105676,-0.2204652339216013
0.14738137870197252,0.14738137870197252,0.7426100463501768,-0.00271545161718533,0.06666923731468015,-0.4757210948962529,1.433879854756934,-0.02955874024600792,0.5891722596137116,0,1.6507316605715676,2.2285181174366553,0.00506170808962969,0.4087294637365556,-1,-0.03339146315850108,-0.04999614100942483,4.350672649571225,-0.02695970632530713,-0.04655901946084388,3.3877026911926915,0.8246699999999999,-0.03299277297313702,1.1781,0.14738137870197252,-0.2608813308989257
0.1921365916053958,0.1921365916053958,-0.2268,0.00141811932656226,-0.0834389506072957,-0.3852548736960728,-0.3384,-0.04895070103984421,0.4806,0,2.3880999999999997,1.70462836675797,-0.00240766120429324,0.3709917533038827,-1,0.03273294952986679,-0.05761969655511855,0.7829775413406066,0.0717951648922977,-0.11839383482163413,-0.6618974787269521,0.5765447624062741,0.05102136703825469,0.8236353748661058,0.1921365916053958,-0.24125955475480632
