industrial_demand_gwh,residential_demand_gwh,cost_diesel_eur_gwh,conventional_hydro_cap_gw,vapor_turbine_cap_gw,nuclear_cap_gw,cost_coal_eur_gwh,nonrenewable_waste_cap_gw,other_renewable_cap_gw,batteries_cap_gw,solar_thermal_cap_gw,solar_pv_cap_gw,run_of_river_hydro_cap_gw,wind_cap_gw,coal_cap_gw,diesel_cap_gw,combined_cycle_cap_gw,eu_ets_price_eur_tco2,cost_uranium_eur_gwh,renewable_waste_cap_gw,cost_gas_eur_gwh,pumped_hydro_pump_cap_gw,gas_turbine_cap_gw,pumped_hydro_turb_cap_gw,commercial_demand_gwh,cogeneration_cap_gw
0.13793900738416057,0.13793900738416057,-0.23166367001593977,0.00389694043336854,0.09699603713116844,0,-0.10975015436837494,0.03300674169773694,0.4662,166.1448421202725,2.0446578674947986,0.30807995246915243,0.02888014033077801,0.4931529423967091,-1,0.01043694713483986,-0.05545078590668387,0.8745249690254873,-0.04554044094405948,6.046110043059e-4,-0.33771047418947414,0.12663,0.08745007192473658,0.1809,0.13793900738416057,-0.2497696812313816
0.1649829044229723,0.1649829044229723,-0.0261,0.00382240941573306,-0.03499740980078641,0,-0.06169401741613548,0.00544043883913259,0.752083562393964,44.55,0.9058900669491718,1.69404175309434,-0.03385728098881934,0.8443722857948142,-1,0.02895390751593587,-0.07335712606402799,0.7942,-0.04656303109688483,-0.06043638205021372,-0.2276286995064798,0.4723197687559514,-0.01626713194967053,0.6747425267942162,0.1649829044229723,-0.24966517878406633
0.20077124261210097,0.20077124261210097,0.486789735555716,0.00489835751458037,0.03147420738710322,0,-0.0813551487020036,0.01207270920678248,0.4833,357.27707023690647,-0.1441,1.5791950239782806,-0.0026537898814226798,0.7611723751374886,-1,0.02924774164548368,-0.06229357574863571,1.471634269616072,0.0634799297935298,-0.01740186271937561,-0.4187913796340135,0.8246699999999999,-0.00513734526221261,1.1781,0.20077124261210097,-0.25562346221056376
0.15153264885038897,0.15153264885038897,0.9387859592512964,-0.00342525293428209,0.0227820755161626,0,1.7228601032518456,-0.00246366372812585,0.5173970706922383,240.18381417860968,1.6545658955902398,3.595019882832246,-0.04089433997047237,1.255877138948989,-1,0.02279807749696125,-0.05483579056531475,4.761801901294587,0.04927308523458273,0.00167322236928548,2.552610822402415,0.47657385012943393,-0.03785399220455596,0.6808197858991913,0.15153264885038897,-0.24317900480445057
0.17093372895406744,0.17093372895406744,-0.1047257274481909,-0.0053723721388487,0.09515028023156936,0,-0.1463,0.09556759228531736,0.5370590203140421,186.21797173026624,0.8061999564636961,0.8326340315207993,-0.04127660732519553,0.6427234769972191,-1,-0.00146436375682643,-0.06555317687182326,1.0050522642796784,0.01474017629810829,0.04611592104089089,-0.14276258577108047,0.12663,-0.01933872156024171,0.1809,0.17093372895406744,-0.2599269578645861
0.1388266625001032,0.1388266625001032,0.6216965905998012,0.00359867071927853,0.1043883331285804,0,1.1543228752346828,0.01180885426890403,0.4869,439.1846680707889,1.2481369836109926,3.017624770693264,-0.01398743179350107,0.3447,-1,-0.02860806799769691,-0.05429906218991764,4.505636752143877,0.06358697944947748,-0.01826891688373476,1.8699079807636485,0.8009475548574793,-0.00137060740940794,1.144210792653542,0.1388266625001032,-0.2540604924224499
0.07383686314818318,0.07383686314818318,0.01893282125689634,0.0013144008429371,0.0596005950843948,0,-0.12760000000000002,0.04424517819366303,0.5598602716982387,516.45,-0.11685068303629044,3.5294691739806323,0.03429578265105384,0.9065537692112068,-1,0.03979704551155358,-0.04939591219115771,1.36408468455914,0.05176802234453644,0.01271557613943473,-0.2435817986154722,0.8246699999999999,5.3856792458228e-4,1.1781,0.07383686314818318,-0.23894455376550672
0.17847182944661458,0.17847182944661458,-0.46508954492498944,0.00309636824930556,-0.00755577679354185,0,-0.5922641477016832,-0.03625920490819044,0.6194918873853882,230.711899854057,1.044922527621369,1.439545026483412,-0.01647222928263663,0.674142675155617,-1,-0.13578857723239654,-0.06618126995535897,0.7546515644082306,-0.07086513193386726,0.01267064049241136,-0.6477222052163369,0.7690419445563601,0.00675922515956285,1.0986313493662287,0.17847182944661458,-0.244742857116184
0.0921939427456848,0.0921939427456848,-0.358762340638754,0.00176683664306838,0.082503244407582,0,-0.6962861905627328,-0.05401773116427397,0.7679337481872147,74.55015,-0.1441,2.058072820457381,-0.00363369283675521,0.701791619168153,-1,0.00202487159716344,-0.08529137558525422,0.6126884329589111,-0.05190577952091875,-0.04798844575024362,-0.6776477826276357,0.2670603424854177,0.03385636993696497,0.3815147749791682,0.0921939427456848,-0.2351939580987532
0.1718870693628223,0.1718870693628223,-0.2509238371175863,0.00346839093921465,0.01819174778512261,0,0.3656505002576913,-0.0789326739905109,0.4725,151.37840194740355,0.18121964842013671,1.1031459331193618,0.02479188419133439,0.4109553682735143,-1,-0.00992780083109165,-0.05474552761700179,0.5562752078521227,0.08371677192816934,-0.01675942016147471,-0.03547928078944856,0.35001492926832767,-0.05592272888297318,0.5000213275261824,0.1718870693628223,-0.2499863302870383
